gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,20180323_expression_mean_tpm,20180228_expression_mean_tpm
ENSG00000197586,968.8440873377905,-0.6040840655883497,0.15612617390011346,-3.8692043140366144,1.0919111401862438e-4,0.014829193199100796,ENTPD6,8.191782,9.17952123076923
ENSG00000197601,714.9599336622041,0.9201219947794148,0.28006232060741665,3.285418733886789,0.0010183091276823354,0.047688922401298676,FAR1,24.7972706,15.548201692307693
ENSG00000197937,1000.494846715833,0.6803949769359552,0.19002584492490598,3.580539148266028,3.4288596285454275e-4,0.026670293619849707,ZNF347,28.9931242,15.59365276923077
ENSG00000198131,1135.8330521544026,0.6467477815436642,0.16256521536437077,3.9783897194369366,6.938357958773758e-5,0.011640115822601622,ZNF544,22.6722968,13.446384923076923
ENSG00000198346,234.5744266269167,0.7240171311653533,0.21087329339774835,3.433422599417154,5.96012345103945e-4,0.035911842427530656,ZNF813,1.4107068,0.9480803076923077
ENSG00000198604,1000.8180317306322,0.8949584591751668,0.22260503821343486,4.020387257888907,5.8102550634992315e-5,0.010425463992668018,BAZ1A,11.042800999999999,6.401447461538462
ENSG00000198680,135.68893472243602,-0.8120091532235493,0.24737011161510936,-3.2825677601948082,0.0010286626004756044,0.047688922401298676,TUSC1,1.0941502,2.0605499230769233
ENSG00000198681,11.44751000692826,15.044780276016487,4.102932564843409,3.6668358639208294,2.455703093828181e-4,0.023475972816529515,MAGEA1,0.0404072,0.1756846923076923
ENSG00000198695,9017.808606051349,1.5061273076254003,0.40779896242815195,3.693308336680129,2.2135535884888093e-4,0.022151069594281,MT-ND6,1362.8335946,469.83092646153847
ENSG00000198763,29889.992128904258,1.5076473593801694,0.3679040945559649,4.0979357981862,4.16850855036289e-5,0.008874893971556202,MT-ND2,1587.8787354,626.1334288461538
ENSG00000198816,432.2950332780051,-1.0127066136812142,0.3058980834344158,-3.3106013686363527,9.30957261865901e-4,0.045777070677870915,ZNF358,2.655711,4.904657
ENSG00000198840,5739.673851398856,1.3666960565816613,0.3796655131917665,3.5997371609871562,3.1853899594015103e-4,0.026508460367004216,MT-ND3,1175.5273544000001,459.19703715384617
ENSG00000198919,302.9566368346021,1.0396156616723495,0.30085502944515696,3.4555369195244303,5.491979729059204e-4,0.0341498157786338,DZIP3,4.3345788,2.102224
ENSG00000203837,45.57153251369343,25.99854839867439,4.173378910336259,6.229616087406649,4.675795744643194e-10,1.1430316683190619e-6,PNLIPRP3,1.8588491999999999,0
ENSG00000203883,315.48186726826606,-1.8002880879317753,0.373942676208757,-4.814342417891741,1.4768538795533978e-6,8.42397452897258e-4,SOX18,2.4110946,5.804604615384616
ENSG00000204116,109.1356649911226,1.0372017583474091,0.3157044528554736,3.2853567599891593,0.0010185331601294297,0.047688922401298676,CHIC1,2.4131082,0.9836416153846154
ENSG00000204131,1017.9764250999484,-1.0867488762566668,0.25334966856830116,-4.289521602289713,1.7905839725231423e-5,0.005193300497934917,NHSL2,3.0933767999999997,3.930203076923077
ENSG00000204388,1974.6700411229112,-1.439153633749321,0.382796305174715,-3.759580785641245,1.7019831291801565e-4,0.019812472997640027,HSPA1B,2.7128202,10.028276538461538
ENSG00000204435,758.1343808598942,-0.4474445407689078,0.12074671938365418,-3.705645528531681,2.1085301958508913e-4,0.02124028674028025,CSNK2B,11.2766932,16.189133923076923
ENSG00000204611,402.7093835750495,0.7074851123968777,0.19356726428882404,3.654983268974813,2.571987505368269e-4,0.023662285049388075,ZNF616,15.9145028,8.215396307692307
ENSG00000204740,110.51709193320329,-2.9245530648974696,0.7814680354182412,-3.742383478720599,1.8228306253363977e-4,0.020153555050863664,MALRD1,0.8922427999999999,1.809959923076923
ENSG00000204851,100.33966313488908,-1.476736675632695,0.42647059659580167,-3.462692826704556,5.347985567025525e-4,0.03376392910424912,PNMA8B,0.2122248,0.34268884615384615
ENSG00000205978,888.6209180708977,-1.46050866031311,0.3985835993167293,-3.6642467548007054,2.4806754583687655e-4,0.023507777672844704,NYNRIN,1.7200974,2.3889178461538463
ENSG00000206432,106.76074047976763,-1.8280119813790572,0.5376175534942464,-3.400208883616038,6.733439333226769e-4,0.03840753795672549,TMEM200C,0.31373439999999997,0.5779437692307692
ENSG00000212907,6021.373133684181,1.4850398432063434,0.43270426512859894,3.4319972389571713,5.991536581518901e-4,0.03597444701156191,MT-ND4L,1378.303962,546.619598923077
ENSG00000213563,349.1746322714453,-1.1536993639180013,0.2929637197935581,-3.938028110548894,8.215397179124068e-5,0.012566231935404877,C8orf82,2.4209739999999997,3.804897153846154
ENSG00000213967,414.93992357282673,0.6373806162737677,0.1875721621952617,3.398055494025055,6.786665194617522e-4,0.038582529837307325,ZNF726,16.6911418,8.958886923076923
ENSG00000215018,161.47119467626513,1.1893993610185147,0.34388292633770257,3.4587333941973366,5.427218282020037e-4,0.03389436468683463,COL28A1,6.332278799999999,2.537620692307692
ENSG00000218739,841.2400207648832,0.7339768906739386,0.17243342169562073,4.256581371850022,2.0757650828975912e-5,0.005527433013362316,CEBPZOS,22.2995146,11.594552461538461
ENSG00000225190,1160.7128721370823,-0.7286279458728583,0.1544427946746286,-4.717785296542261,2.3842591726670345e-6,0.001224000177641816,PLEKHM1,12.1751556,14.671050153846155
ENSG00000227051,619.928273122095,-1.2471178252888457,0.30933383351901966,-4.031624381663914,5.539266771046327e-5,0.010425463992668018,C14orf132,1.2720504,2.070963153846154
ENSG00000228253,1669.7861288951058,2.059636178117558,0.580967855702167,3.5451809560586596,3.9234363557629463e-4,0.028563733867223363,MT-ATP8,880.5686678000001,264.9898596923077
ENSG00000229474,143.4924452716839,1.1943678851032866,0.35441464753468993,3.369973259884476,7.517547831236241e-4,0.04109913050738484,PATL2,3.6245406,2.107000923076923
ENSG00000230358,29.514005799082426,-1.5829439278818072,0.4780556960193323,-3.3112123567664673,9.289268590444704e-4,0.045777070677870915,SPDYE21P,0.4230806,0.6272396923076923
ENSG00000232268,157.79545868229084,0.8905168667738709,0.20946113278316478,4.251465916093075,2.123758346959342e-5,0.005527433013362316,OR52I1,2.2903408,1.0140917692307692
ENSG00000237988,162.15376789921388,1.6408612074845463,0.5013417867048613,3.272939242246961,0.0010643535403400959,0.048568580752799254,OR2I1P,1.0540292,0.46066515384615386
ENSG00000240445,55.98490830706451,-1.699720757170118,0.47383099504426385,-3.587187784140916,3.3426360335537674e-4,0.026625775395355846,FOXO3B,0.3666836,0.5411261538461538
ENSG00000240583,1710.1293519994063,-1.6389825365154485,0.48554667986539185,-3.375540611192777,7.367081829203603e-4,0.04062411556157902,AQP1,7.439985399999999,12.528256307692308
ENSG00000248871,81.71392081366764,-8.316226374334628,2.273095394007393,-3.658547017542186,2.536492113942618e-4,0.023507777672844704,TNFSF12-TNFSF13,0.2302366,1.3092656923076924
ENSG00000250021,219.85997406066417,-1.4341873948110502,0.3669042642403561,-3.908887234604407,9.272222939919536e-5,0.01333330075192463,C15orf38-AP3S2,0.5893654,2.0478443076923076
ENSG00000257529,11.582630761050911,8.091206605261354,2.1950733645202467,3.6860757075560255,2.2773862831415248e-4,0.02239691613627458,RPL36A-HNRNPH2,0.701372,0.21475576923076922
ENSG00000259431,257.8367447179275,-0.96686419520726,0.2886630550602324,-3.349455977334939,8.097042160537969e-4,0.04299978017341538,THTPA,1.803873,2.4723073076923074
ENSG00000260238,25.316401400321322,-1.1741295877242433,0.3452346727188378,-3.400960797122672,6.714945697456262e-4,0.03840753795672549,PMF1-BGLAP,0.3007848,0.5205443076923076
ENSG00000260287,5.710574670486724,-20.416918585375164,4.164977306432412,-4.902047978471136,9.484266393495769e-7,6.242106404826908e-4,TBC1D3G,0,0.01618723076923077
ENSG00000262484,11.486695652255003,3.218594505268918,0.8792850847424305,3.6604675333617687,2.517554540144141e-4,0.023507777672844704,CCER2,0.362662,0.05991815384615385
ENSG00000270885,252.63858260385618,0.6518827570047137,0.18356604092777246,3.5512165197331313,3.8345482162518215e-4,0.028405536396753753,RASL10B,29.7862036,15.741508230769231
ENSG00000271605,358.2672896161934,0.7770690552697711,0.2369219402008041,3.2798526578465603,0.0010386131358704784,0.047776204250042004,MILR1,15.538910399999999,8.206166
ENSG00000275342,506.1051501023028,-1.0571285645236723,0.2648151095711778,-3.9919495765763098,6.553230898983392e-5,0.01121388871434038,PRAG1,1.2903248,1.8025808461538462
ENSG00000275954,6.255182421623186,-19.897951701080046,2.3272761521610685,-8.549888539270748,1.2320743395667898e-17,7.027752032888969e-14,TBC1D3F,0,0.030743153846153847
ENSG00000278299,21.064594546284493,-20.929562121148432,4.023158575239961,-5.2022712328459715,1.9686762059926425e-7,1.8715548464970055e-4,TBC1D3C,0,0.04988076923076923
ENSG00000278535,135.00366870008085,-1.620941043818436,0.44535693432986306,-3.639644785721135,2.7301439545046596e-4,0.02467388774315568,DHRS11,0.7115646,1.318123
ENSG00000278619,133.07774252503094,-0.8157084293010812,0.24983858979363557,-3.2649416968565546,0.0010948661036679964,0.049632788508920285,MRM1,0.9536664,1.2859876153846155
ENSG00000283228,26.40058118944184,8.635647517839233,2.1801493444120066,3.9610348437704372,7.462564098774233e-5,0.012036752104832562,AC068547.1,1.160737,0.5688916923076923
ENSG00000285827,201.57013528973485,-1.4994099758264883,0.44762370786248684,-3.3497108162267346,8.089596950701536e-4,0.04299978017341538,AP001267.5,1.2277122,1.545888076923077
ENSG00000285942,26.19503353281074,-8.22286186254027,1.6525158382267056,-4.9759655383176975,6.492319802642875e-7,4.6290240192843705e-4,AC018362.3,0,0.3254743076923077
